name,country,tournament_year,position
Nelson Tapia,Chile,1998,goal keeper
Cristián Castañeda,Chile,1998,defender
Ronald Fuentes,Chile,1998,defender
Francisco Rojas,Chile,1998,defender
Javier Margas,Chile,1998,defender
Pedro Reyes,Chile,1998,defender
Nelson Parraguez,Chile,1998,midfielder
Clarence Acuña,Chile,1998,midfielder
Iván Zamorano,Chile,1998,forward
José Luis Sierra,Chile,1998,midfielder
Marcelo Salas,Chile,1998,forward
Marcelo Ramírez,Chile,1998,goal keeper
Manuel Neira,Chile,1998,forward
Miguel Ramírez,Chile,1998,defender
Moisés Villarroel,Chile,1998,defender
Mauricio Aros,Chile,1998,defender
Marcelo Vega,Chile,1998,midfielder
Luis Musrri,Chile,1998,midfielder
Fernando Cornejo,Chile,1998,midfielder
Fabián Estay,Chile,1998,midfielder
Rodrigo Barrera,Chile,1998,forward
Carlos Tejas,Chile,1998,goal keeper
Óscar Córdoba,Colombia,1998,goal keeper
Iván Córdoba,Colombia,1998,defender
Ever Palacios,Colombia,1998,defender
José Santa,Colombia,1998,defender
Jorge Bermúdez,Colombia,1998,defender
Mauricio Serna,Colombia,1998,midfielder
Antony de Ávila,Colombia,1998,forward
John Harold Lozano,Colombia,1998,midfielder
Adolfo Valencia,Colombia,1998,forward
Carlos Valderrama,Colombia,1998,midfielder
Faustino Asprilla,Colombia,1998,forward
Miguel Calero,Colombia,1998,goal keeper
Wílmer Cabrera,Colombia,1998,defender
Jorge Bolaño,Colombia,1998,midfielder
Víctor Aristizábal,Colombia,1998,forward
Luis Antonio Moreno,Colombia,1998,defender
Andrés Estrada,Colombia,1998,midfielder
John Wilmar Pérez,Colombia,1998,midfielder
Freddy Rincón,Colombia,1998,midfielder
Hámilton Ricard,Colombia,1998,forward
Léider Preciado,Colombia,1998,forward
Faryd Mondragón,Colombia,1998,goal keeper
Dražen Ladić,Croatia,1998,goal keeper
Petar Krpan,Croatia,1998,forward
Anthony Šerić,Croatia,1998,defender
Igor Štimac,Croatia,1998,defender
Goran Jurić,Croatia,1998,defender
Slaven Bilić,Croatia,1998,defender
Aljoša Asanović,Croatia,1998,midfielder
Robert Prosinečki,Croatia,1998,midfielder
Davor Šuker,Croatia,1998,forward
Zvonimir Boban,Croatia,1998,midfielder
Silvio Marić,Croatia,1998,midfielder
Marjan Mrmić,Croatia,1998,goal keeper
Mario Stanić,Croatia,1998,midfielder
Zvonimir Soldo,Croatia,1998,midfielder
Igor Tudor,Croatia,1998,defender
Ardian Kozniku,Croatia,1998,forward
Robert Jarni,Croatia,1998,defender
Zoran Mamić,Croatia,1998,midfielder
Goran Vlaović,Croatia,1998,forward
Dario Šimić,Croatia,1998,defender
Krunoslav Jurčić,Croatia,1998,midfielder
Vladimir Vasilj,Croatia,1998,goal keeper
Peter Schmeichel,Denmark,1998,goal keeper
Michael Schjønberg,Denmark,1998,defender
Marc Rieper,Denmark,1998,defender
Jes Høgh,Denmark,1998,defender
Jan Heintze,Denmark,1998,defender
Thomas Helveg,Denmark,1998,defender
Allan Nielsen,Denmark,1998,midfielder
Per Frandsen,Denmark,1998,midfielder
Miklos Molnar,Denmark,1998,forward
Michael Laudrup,Denmark,1998,midfielder
Brian Laudrup,Denmark,1998,forward
Søren Colding,Denmark,1998,defender
Jacob Laursen,Denmark,1998,defender
Morten Wieghorst,Denmark,1998,midfielder
Stig Tøfting,Denmark,1998,midfielder
Mogens Krogh,Denmark,1998,goal keeper
Bjarne Goldbæk,Denmark,1998,midfielder
Peter Møller,Denmark,1998,forward
Ebbe Sand,Denmark,1998,forward
René Henriksen,Denmark,1998,defender
Martin Jørgensen,Denmark,1998,midfielder
Peter Kjær,Denmark,1998,goal keeper
David Seaman,England,1998,goal keeper
Sol Campbell,England,1998,defender
Graeme Le Saux,England,1998,defender
Paul Ince,England,1998,midfielder
Tony Adams,England,1998,defender
Gareth Southgate,England,1998,defender
David Beckham,England,1998,midfielder
David Batty,England,1998,midfielder
Alan Shearer,England,1998,forward
Teddy Sheringham,England,1998,forward
Steve McManaman,England,1998,midfielder
Gary Neville,England,1998,defender
Nigel Martyn,England,1998,goal keeper
Darren Anderton,England,1998,midfielder
Paul Merson,England,1998,midfielder
Paul Scholes,England,1998,midfielder
Rob Lee,England,1998,midfielder
Martin Keown,England,1998,defender
Les Ferdinand,England,1998,forward
Michael Owen,England,1998,forward
Rio Ferdinand,England,1998,defender
Tim Flowers,England,1998,goal keeper
Bernard Lama,France,1998,goal keeper
Vincent Candela,France,1998,defender
Bixente Lizarazu,France,1998,defender
Patrick Vieira,France,1998,midfielder
Laurent Blanc,France,1998,defender
Youri Djorkaeff,France,1998,midfielder
Didier Deschamps,France,1998,midfielder
Marcel Desailly,France,1998,defender
Stéphane Guivarc'h,France,1998,forward
Zinedine Zidane,France,1998,midfielder
Robert Pires,France,1998,midfielder
Thierry Henry,France,1998,forward
Bernard Diomède,France,1998,midfielder
Alain Boghossian,France,1998,midfielder
Lilian Thuram,France,1998,defender
Fabien Barthez,France,1998,goal keeper
Emmanuel Petit,France,1998,midfielder
Frank Leboeuf,France,1998,defender
Christian Karembeu,France,1998,midfielder
David Trezeguet,France,1998,forward
Christophe Dugarry,France,1998,forward
Lionel Charbonnier,France,1998,goal keeper
Andreas Köpke,Germany,1998,goal keeper
Christian Wörns,Germany,1998,defender
Jörg Heinrich,Germany,1998,defender
Jürgen Kohler,Germany,1998,defender
Thomas Helmer,Germany,1998,defender
Olaf Thon,Germany,1998,defender
Andreas Möller,Germany,1998,midfielder
Lothar Matthäus,Germany,1998,defender
Ulf Kirsten,Germany,1998,forward
Thomas Häßler,Germany,1998,midfielder
Olaf Marschall,Germany,1998,forward
Oliver Kahn,Germany,1998,goal keeper
Jens Jeremies,Germany,1998,midfielder
Markus Babbel,Germany,1998,defender
Steffen Freund,Germany,1998,midfielder
Dietmar Hamann,Germany,1998,midfielder
Christian Ziege,Germany,1998,defender
Jürgen Klinsmann,Germany,1998,forward
Stefan Reuter,Germany,1998,defender
Oliver Bierhoff,Germany,1998,forward
Michael Tarnat,Germany,1998,defender
Jens Lehmann,Germany,1998,goal keeper
Ahmad Reza Abedzadeh,Iran,1998,goal keeper
Mehdi Mahdavikia,Iran,1998,midfielder
Naeim Saadavi,Iran,1998,defender
Mohammad Khakpour,Iran,1998,defender
Afshin Peyrovani,Iran,1998,defender
Karim Bagheri,Iran,1998,midfielder
Alireza Mansourian,Iran,1998,midfielder
Sirous Dinmohammadi,Iran,1998,midfielder
Hamid Estili,Iran,1998,midfielder
Ali Daei,Iran,1998,forward
Khodadad Azizi,Iran,1998,forward
Nima Nakisa,Iran,1998,goal keeper
Ali Latifi,Iran,1998,forward
Nader Mohammadkhani,Iran,1998,defender
Ali Akbar Ostad-Asadi,Iran,1998,defender
Reza Shahroudi,Iran,1998,defender
Javad Zarincheh,Iran,1998,defender
Sattar Hamedani,Iran,1998,midfielder
Behnam Seraj,Iran,1998,forward
Mehdi Pashazadeh,Iran,1998,defender
Mehrdad Minavand,Iran,1998,midfielder
Parviz Boroumand,Iran,1998,goal keeper
Francesco Toldo,Italy,1998,goal keeper
Giuseppe Bergomi,Italy,1998,defender
Paolo Maldini,Italy,1998,defender
Fabio Cannavaro,Italy,1998,defender
Alessandro Costacurta,Italy,1998,defender
Alessandro Nesta,Italy,1998,defender
Gianluca Pessotto,Italy,1998,defender
Moreno Torricelli,Italy,1998,defender
Demetrio Albertini,Italy,1998,midfielder
Alessandro Del Piero,Italy,1998,forward
Dino Baggio,Italy,1998,midfielder
Gianluca Pagliuca,Italy,1998,goal keeper
Sandro Cois,Italy,1998,midfielder
Luigi Di Biagio,Italy,1998,midfielder
Angelo Di Livio,Italy,1998,midfielder
Roberto Di Matteo,Italy,1998,midfielder
Francesco Moriero,Italy,1998,midfielder
Roberto Baggio,Italy,1998,forward
Filippo Inzaghi,Italy,1998,forward
Enrico Chiesa,Italy,1998,forward
Christian Vieri,Italy,1998,forward
Gianluigi Buffon,Italy,1998,goal keeper
Warren Barrett,Jamaica,1998,goal keeper
Stephen Malcolm,Jamaica,1998,defender
Chris Dawes,Jamaica,1998,midfielder
Linval Dixon,Jamaica,1998,defender
Ian Goodison,Jamaica,1998,defender
Fitzroy Simpson,Jamaica,1998,midfielder
Peter Cargill,Jamaica,1998,midfielder
Marcus Gayle,Jamaica,1998,forward
Andy Williams,Jamaica,1998,forward
Walter Boyd,Jamaica,1998,forward
Theodore Whitmore,Jamaica,1998,midfielder
Dean Sewell,Jamaica,1998,defender
Aaron Lawrence,Jamaica,1998,goal keeper
Donovan Ricketts,Jamaica,1998,goal keeper
Ricardo Gardner,Jamaica,1998,defender
Robbie Earle,Jamaica,1998,midfielder
Onandi Lowe,Jamaica,1998,forward
Deon Burton,Jamaica,1998,forward
Frank Sinclair,Jamaica,1998,defender
Darryl Powell,Jamaica,1998,midfielder
Durrant Brown,Jamaica,1998,defender
Paul Hall,Jamaica,1998,forward
Nobuyuki Kojima,Japan,1998,goal keeper
Akira Narahashi,Japan,1998,defender
Naoki Soma,Japan,1998,defender
Masami Ihara,Japan,1998,defender
Norio Omura,Japan,1998,defender
Motohiro Yamaguchi,Japan,1998,midfielder
Teruyoshi Ito,Japan,1998,midfielder
Hidetoshi Nakata,Japan,1998,midfielder
Masashi Nakayama,Japan,1998,forward
Hiroshi Nanami,Japan,1998,midfielder
Shinji Ono,Japan,1998,midfielder
Wagner Lopes,Japan,1998,forward
Toshihiro Hattori,Japan,1998,midfielder
Masayuki Okano,Japan,1998,forward
Hiroaki Morishima,Japan,1998,midfielder
Toshihide Saito,Japan,1998,defender
Yutaka Akita,Japan,1998,defender
Shoji Jo,Japan,1998,forward
Eisuke Nakanishi,Japan,1998,defender
Yoshikatsu Kawaguchi,Japan,1998,goal keeper
Seigo Narazaki,Japan,1998,goal keeper
Takashi Hirano,Japan,1998,midfielder
Jorge Campos,Mexico,1998,goal keeper
Claudio Suárez,Mexico,1998,defender
Joel Sánchez,Mexico,1998,defender
Germán Villa,Mexico,1998,midfielder
Duilio Davino,Mexico,1998,defender
Marcelino Bernal,Mexico,1998,midfielder
Ramón Ramírez,Mexico,1998,midfielder
Alberto García Aspe,Mexico,1998,midfielder
Ricardo Peláez,Mexico,1998,forward
Luis García Postigo,Mexico,1998,forward
Cuauhtémoc Blanco,Mexico,1998,forward
Oswaldo Sánchez,Mexico,1998,goal keeper
Pável Pardo,Mexico,1998,midfielder
Raúl Lara,Mexico,1998,midfielder
Luis Hernández,Mexico,1998,forward
Isaac Terrazas,Mexico,1998,defender
Francisco Palencia,Mexico,1998,forward
Salvador Carmona,Mexico,1998,defender
Braulio Luna,Mexico,1998,midfielder
Jaime Ordiales,Mexico,1998,midfielder
Jesús Arellano,Mexico,1998,midfielder
Óscar Pérez,Mexico,1998,goal keeper
Abdelkader El Brazi,Morocco,1998,goal keeper
Abdelilah Saber,Morocco,1998,defender
Abdelkrim El Hadrioui,Morocco,1998,defender
Youssef Rossi,Morocco,1998,defender
Smahi Triki,Morocco,1998,defender
Noureddine Naybet,Morocco,1998,defender
Mustapha Hadji,Morocco,1998,midfielder
Saïd Chiba,Morocco,1998,midfielder
Abdeljalil Hadda,Morocco,1998,forward
Abderrahim Ouakili,Morocco,1998,forward
Ali Elkhattabi,Morocco,1998,midfielder
Driss Benzekri,Morocco,1998,goal keeper
Rachid Neqrouz,Morocco,1998,defender
Salaheddine Bassir,Morocco,1998,forward
Lahcen Abrami,Morocco,1998,defender
Rachid Azzouzi,Morocco,1998,midfielder
Gharib Amzine,Morocco,1998,midfielder
Youssef Chippo,Morocco,1998,midfielder
Jamal Sellami,Morocco,1998,defender
Tahar El Khalej,Morocco,1998,defender
Rachid Rokki,Morocco,1998,forward
Mustapha Chadili,Morocco,1998,goal keeper
Edwin van der Sar,Netherlands,1998,goal keeper
Michael Reiziger,Netherlands,1998,defender
Jaap Stam,Netherlands,1998,defender
Frank de Boer,Netherlands,1998,defender
Arthur Numan,Netherlands,1998,defender
Wim Jonk,Netherlands,1998,midfielder
Ronald de Boer,Netherlands,1998,midfielder
Dennis Bergkamp,Netherlands,1998,forward
Patrick Kluivert,Netherlands,1998,forward
Clarence Seedorf,Netherlands,1998,midfielder
Phillip Cocu,Netherlands,1998,midfielder
Boudewijn Zenden,Netherlands,1998,midfielder
André Ooijer,Netherlands,1998,defender
Marc Overmars,Netherlands,1998,midfielder
Winston Bogarde,Netherlands,1998,defender
Edgar Davids,Netherlands,1998,midfielder
Pierre van Hooijdonk,Netherlands,1998,forward
Ed de Goey,Netherlands,1998,goal keeper
Giovanni van Bronckhorst,Netherlands,1998,midfielder
Aron Winter,Netherlands,1998,midfielder
Jimmy Floyd Hasselbaink,Netherlands,1998,forward
Ruud Hesp,Netherlands,1998,goal keeper
Peter Rufai,Nigeria,1998,goal keeper
Mobi Oparaku,Nigeria,1998,defender
Celestine Babayaro,Nigeria,1998,defender
Nwankwo Kanu,Nigeria,1998,forward
Uche Okechukwu,Nigeria,1998,defender
Taribo West,Nigeria,1998,defender
Finidi George,Nigeria,1998,midfielder
Mutiu Adepoju,Nigeria,1998,midfielder
Rashidi Yekini,Nigeria,1998,forward
Jay-Jay Okocha,Nigeria,1998,midfielder
Garba Lawal,Nigeria,1998,midfielder
Willy Okpara,Nigeria,1998,goal keeper
Tijani Babangida,Nigeria,1998,midfielder
Daniel Amokachi,Nigeria,1998,forward
Sunday Oliseh,Nigeria,1998,midfielder
Uche Okafor,Nigeria,1998,defender
Augustine Eguavoen,Nigeria,1998,defender
Wilson Oruma,Nigeria,1998,midfielder
Benedict Iroha,Nigeria,1998,defender
Victor Ikpeba,Nigeria,1998,forward
Godwin Okpara,Nigeria,1998,defender
Abiodun Baruwa,Nigeria,1998,goal keeper
Frode Grodås,Norway,1998,goal keeper
Gunnar Halle,Norway,1998,defender
Ronny Johnsen,Norway,1998,defender
Henning Berg,Norway,1998,defender
Stig Inge Bjørnebye,Norway,1998,defender
Ståle Solbakken,Norway,1998,midfielder
Erik Mykland,Norway,1998,midfielder
Øyvind Leonhardsen,Norway,1998,midfielder
Tore André Flo,Norway,1998,forward
Kjetil Rekdal,Norway,1998,midfielder
Mini Jakobsen,Norway,1998,midfielder
Thomas Myhre,Norway,1998,goal keeper
Espen Baardsen,Norway,1998,goal keeper
Vegard Heggem,Norway,1998,defender
Dan Eggen,Norway,1998,defender
Jostein Flo,Norway,1998,forward
Håvard Flo,Norway,1998,forward
Egil Østenstad,Norway,1998,forward
Erik Hoftun,Norway,1998,defender
Ole Gunnar Solskjær,Norway,1998,forward
Vidar Riseth,Norway,1998,defender
Roar Strand,Norway,1998,midfielder
José Luis Chilavert,Paraguay,1998,goal keeper
Francisco Arce,Paraguay,1998,defender
Catalino Rivarola,Paraguay,1998,defender
Carlos Gamarra,Paraguay,1998,defender
Celso Ayala,Paraguay,1998,defender
Edgar Aguilera,Paraguay,1998,defender
Julio César Yegros,Paraguay,1998,midfielder
Arístides Rojas,Paraguay,1998,forward
José Cardozo,Paraguay,1998,forward
Roberto Acuña,Paraguay,1998,midfielder
Pedro Sarabia,Paraguay,1998,defender
Danilo Aceval,Paraguay,1998,goal keeper
Carlos Paredes,Paraguay,1998,midfielder
Ricardo Rojas,Paraguay,1998,defender
Miguel Ángel Benítez,Paraguay,1998,forward
Julio César Enciso,Paraguay,1998,midfielder
Hugo Brizuela,Paraguay,1998,forward
César Ramírez,Paraguay,1998,forward
Carlos Morales,Paraguay,1998,midfielder
Denis Caniza,Paraguay,1998,defender
Jorge Luis Campos,Paraguay,1998,midfielder
Rubén Ruiz Díaz,Paraguay,1998,goal keeper
Dumitru Stângaciu,Romania,1998,goal keeper
Dan Petrescu,Romania,1998,defender
Cristian Dulca,Romania,1998,defender
Anton Doboș,Romania,1998,defender
Constantin Gâlcă,Romania,1998,midfielder
Gheorghe Popescu,Romania,1998,defender
Marius Lăcătuș,Romania,1998,forward
Dorinel Munteanu,Romania,1998,midfielder
Viorel Moldovan,Romania,1998,forward
Gheorghe Hagi,Romania,1998,midfielder
Adrian Ilie,Romania,1998,forward
Bogdan Stelea,Romania,1998,goal keeper
Liviu Ciobotariu,Romania,1998,defender
Radu Niculescu,Romania,1998,midfielder
Lucian Marinescu,Romania,1998,midfielder
Gabriel Popescu,Romania,1998,midfielder
Ilie Dumitrescu,Romania,1998,forward
Iulian Filipescu,Romania,1998,midfielder
Ovidiu Stîngă,Romania,1998,midfielder
Tibor Selymes,Romania,1998,defender
Gheorghe Craioveanu,Romania,1998,forward
Florin Prunea,Romania,1998,goal keeper
Mohamed Al-Deayea,Saudi Arabia,1998,goal keeper
Mohammed Al-Jahani,Saudi Arabia,1998,defender
Mohammed Al-Khilaiwi,Saudi Arabia,1998,defender
Abdullah Sulaiman Zubromawi,Saudi Arabia,1998,midfielder
Ahmed Jamil Madani,Saudi Arabia,1998,defender
Fuad Anwar,Saudi Arabia,1998,midfielder
Ibrahim Al-Shahrani,Saudi Arabia,1998,forward
Obeid Al-Dosari,Saudi Arabia,1998,forward
Sami Al-Jaber,Saudi Arabia,1998,forward
Saeed Al-Owairan,Saudi Arabia,1998,forward
Fahad Al-Mehallel,Saudi Arabia,1998,forward
Ibrahim Al-Harbi,Saudi Arabia,1998,midfielder
Hussein Abdulghani,Saudi Arabia,1998,defender
Khalid Al-Muwallid,Saudi Arabia,1998,midfielder
Yousuf Al-Thunayan,Saudi Arabia,1998,midfielder
Khamis Al-Dosari,Saudi Arabia,1998,midfielder
Ahmed Al-Dokhi,Saudi Arabia,1998,defender
Nawaf Al-Temyat,Saudi Arabia,1998,midfielder
Abdulaziz Al-Janoubi,Saudi Arabia,1998,defender
Hamzah Saleh,Saudi Arabia,1998,midfielder
Hussein Al-Sadiq,Saudi Arabia,1998,goal keeper
Tisir Al-Antaif,Saudi Arabia,1998,goal keeper
Jim Leighton,Scotland,1998,goal keeper
Jackie McNamara,Scotland,1998,midfielder
Tom Boyd,Scotland,1998,defender
Colin Calderwood,Scotland,1998,defender
Colin Hendry,Scotland,1998,defender
Tosh McKinlay,Scotland,1998,defender
Kevin Gallacher,Scotland,1998,forward
Craig Burley,Scotland,1998,midfielder
Gordon Durie,Scotland,1998,forward
Darren Jackson,Scotland,1998,forward
John Collins,Scotland,1998,midfielder
Neil Sullivan,Scotland,1998,goal keeper
Simon Donnelly,Scotland,1998,forward
Paul Lambert,Scotland,1998,midfielder
Scot Gemmill,Scotland,1998,midfielder
David Weir,Scotland,1998,defender
Billy McKinlay,Scotland,1998,midfielder
Matt Elliott,Scotland,1998,defender
Derek Whyte,Scotland,1998,defender
Scott Booth,Scotland,1998,forward
Jonathan Gould,Scotland,1998,goal keeper
Christian Dailly,Scotland,1998,defender
Hans Vonk,South Africa,1998,goal keeper
Themba Mnguni,South Africa,1998,defender
David Nyathi,South Africa,1998,defender
Willem Jackson,South Africa,1998,defender
Mark Fish,South Africa,1998,defender
Phil Masinga,South Africa,1998,forward
Quinton Fortune,South Africa,1998,midfielder
Alfred Phiri,South Africa,1998,midfielder
Shaun Bartlett,South Africa,1998,forward
John Moshoeu,South Africa,1998,midfielder
Helman Mkhalele,South Africa,1998,midfielder
Brendan Augustine,South Africa,1998,forward
Delron Buckley,South Africa,1998,forward
Jerry Sikhosana,South Africa,1998,forward
Doctor Khumalo,South Africa,1998,midfielder
Brian Baloyi,South Africa,1998,goal keeper
Benni McCarthy,South Africa,1998,forward
Lebogang Morula,South Africa,1998,midfielder
Lucas Radebe,South Africa,1998,defender
William Mokoena,South Africa,1998,midfielder
Pierre Issa,South Africa,1998,defender
Paul Evans,South Africa,1998,goal keeper
Simon Gopane,South Africa,1998,goal keeper
Byung-ji Kim,South Korea,1998,goal keeper
Sung-yong Choi,South Korea,1998,midfielder
Lim-saeng Lee,South Korea,1998,defender
Young-il Choi,South Korea,1998,defender
Min-sung Lee,South Korea,1998,defender
Sang-chul Yoo,South Korea,1998,defender
Do-keun Kim,South Korea,1998,midfielder
Jung-yoon Noh,South Korea,1998,midfielder
Do-hoon Kim,South Korea,1998,forward
Yong-soo Choi,South Korea,1998,forward
Jung-won Seo,South Korea,1998,forward
Sang-hun Lee,South Korea,1998,defender
Tae-young Kim,South Korea,1998,defender
Jong-soo Ko,South Korea,1998,midfielder
Sang-yoon Lee,South Korea,1998,midfielder
Hyung-seok Jang,South Korea,1998,defender
Seok-ju Ha,South Korea,1998,midfielder
Sun-hong Hwang,South Korea,1998,forward
Dae-il Jang,South Korea,1998,defender
Myung-bo Hong,South Korea,1998,defender
Dong-gook Lee,South Korea,1998,forward
Dong-myung Seo,South Korea,1998,goal keeper
Andoni Zubizarreta,Spain,1998,goal keeper
Albert Ferrer,Spain,1998,defender
Agustín Aranzábal,Spain,1998,defender
Rafael Alkorta,Spain,1998,defender
not applicable Abelardo,Spain,1998,defender
Fernando Hierro,Spain,1998,defender
Fernando Morientes,Spain,1998,forward
Julen Guerrero,Spain,1998,midfielder
Juan Antonio Pizzi,Spain,1998,forward
not applicable Raúl,Spain,1998,forward
not applicable Alfonso,Spain,1998,forward
not applicable Sergi,Spain,1998,defender
Santiago Cañizares,Spain,1998,goal keeper
Iván Campo,Spain,1998,defender
Carlos Aguilera,Spain,1998,defender
Albert Celades,Spain,1998,midfielder
Joseba Etxeberria,Spain,1998,midfielder
Guillermo Amor,Spain,1998,midfielder
not applicable Kiko,Spain,1998,forward
Miguel Ángel Nadal,Spain,1998,defender
Luis Enrique,Spain,1998,midfielder
José Molina,Spain,1998,goal keeper
Chokri El Ouaer,Tunisia,1998,goal keeper
Imed Ben Younes,Tunisia,1998,forward
Sami Trabelsi,Tunisia,1998,defender
Mounir Boukadida,Tunisia,1998,defender
Hatem Trabelsi,Tunisia,1998,defender
Ferid Chouchane,Tunisia,1998,defender
Tarek Thabet,Tunisia,1998,defender
Zoubeir Baya,Tunisia,1998,midfielder
Riadh Jelassi,Tunisia,1998,forward
Kaies Ghodhbane,Tunisia,1998,midfielder
Adel Sellimi,Tunisia,1998,forward
Mourad Melki,Tunisia,1998,forward
Riadh Bouazizi,Tunisia,1998,midfielder
Sirajeddine Chihi,Tunisia,1998,midfielder
Skander Souayah,Tunisia,1998,midfielder
Radhouane Salhi,Tunisia,1998,goal keeper
José Clayton,Tunisia,1998,midfielder
Mehdi Ben Slimane,Tunisia,1998,forward
Faysal Ben Ahmed,Tunisia,1998,midfielder
Sabri Jaballah,Tunisia,1998,defender
Khaled Badra,Tunisia,1998,defender
Ali Boumnijel,Tunisia,1998,goal keeper
Brad Friedel,United States,1998,goal keeper
Frankie Hejduk,United States,1998,defender
Eddie Pope,United States,1998,defender
Mike Burns,United States,1998,defender
Thomas Dooley,United States,1998,midfielder
David Regis,United States,1998,defender
Roy Wegerle,United States,1998,forward
Earnie Stewart,United States,1998,midfielder
Joe-Max Moore,United States,1998,forward
Tab Ramos,United States,1998,midfielder
Eric Wynalda,United States,1998,forward
Jeff Agoos,United States,1998,defender
Cobi Jones,United States,1998,midfielder
Predrag Radosavljević,United States,1998,midfielder
Chad Deering,United States,1998,midfielder
Juergen Sommer,United States,1998,goal keeper
Marcelo Balboa,United States,1998,defender
Kasey Keller,United States,1998,goal keeper
Brian Maisonneuve,United States,1998,midfielder
Brian McBride,United States,1998,forward
Claudio Reyna,United States,1998,midfielder
Alexi Lalas,United States,1998,defender
Ivica Kralj,Serbia,1998,goal keeper
Zoran Mirković,Serbia,1998,defender
Goran Đorović,Serbia,1998,defender
Slaviša Jokanović,Serbia,1998,midfielder
Miroslav Đukić,Serbia,1998,defender
Branko Brnović,Serbia,1998,midfielder
Vladimir Jugović,Serbia,1998,midfielder
Dejan Savićević,Serbia,1998,midfielder
Predrag Mijatović,Serbia,1998,forward
Dragan Stojković,Serbia,1998,midfielder
Siniša Mihajlović,Serbia,1998,defender
Dragoje Leković,Serbia,1998,goal keeper
Slobodan Komljenović,Serbia,1998,defender
Niša Saveljić,Serbia,1998,defender
Ljubinko Drulović,Serbia,1998,midfielder
Željko Petrović,Serbia,1998,defender
Savo Milošević,Serbia,1998,forward
Dejan Govedarica,Serbia,1998,midfielder
Miroslav Stević,Serbia,1998,midfielder
Dejan Stanković,Serbia,1998,midfielder
Perica Ognjenović,Serbia,1998,forward
Darko Kovačević,Serbia,1998,forward
Belinda Kitching,Australia,1999,goal keeper
Amy Taylor,Australia,1999,defender
Bridgette Starr,Australia,1999,defender
Sarah Cooper,Australia,1999,defender
Traci Bartlett,Australia,1999,defender
Anissa Tann,Australia,1999,defender
Lisa Casagrande,Australia,1999,midfielder
Cheryl Salisbury,Australia,1999,forward
Julie Murray,Australia,1999,forward
Angela Iannotta,Australia,1999,midfielder
Sharon Black,Australia,1999,midfielder
Kristyn Swaffer,Australia,1999,defender
Alicia Ferguson,Australia,1999,forward
Joanne Peters,Australia,1999,midfielder
Peita-Claire Hepperlin,Australia,1999,midfielder
Amy Wilson,Australia,1999,midfielder
Kelly Golebiowski,Australia,1999,midfielder
Alison Forman,Australia,1999,midfielder
Dianne Alagich,Australia,1999,defender
Tracey Wheeler,Australia,1999,goal keeper
not applicable Maravilha,Brazil,1999,goal keeper
not applicable Nenê,Brazil,1999,defender
not applicable Elane,Brazil,1999,defender
not applicable Tânia,Brazil,1999,defender
not applicable Cidinha,Brazil,1999,midfielder
not applicable Juliana,Brazil,1999,defender
not applicable Maycon,Brazil,1999,forward
not applicable Formiga,Brazil,1999,midfielder
not applicable Kátia,Brazil,1999,forward
not applicable Sissi,Brazil,1999,midfielder
not applicable Suzana,Brazil,1999,defender
not applicable Andréia,Brazil,1999,goal keeper
not applicable Fanta,Brazil,1999,defender
not applicable Grazielle,Brazil,1999,forward
not applicable Raquel,Brazil,1999,midfielder
not applicable Marisa,Brazil,1999,defender
not applicable Pretinha,Brazil,1999,forward
not applicable Priscila,Brazil,1999,midfielder
not applicable Valeria,Brazil,1999,midfielder
not applicable Deva,Brazil,1999,midfielder
Nicci Wright,Canada,1999,goal keeper
Liz Smith,Canada,1999,midfielder
Sharolta Nonen,Canada,1999,defender
Tanya Franck,Canada,1999,midfielder
Andrea Neil,Canada,1999,defender
Geri Donnelly,Canada,1999,midfielder
Isabelle Morneau,Canada,1999,defender
Sara Maglio,Canada,1999,forward
Janine Helland,Canada,1999,defender
Charmaine Hooper,Canada,1999,forward
Shannon Rosenow,Canada,1999,forward
Isabelle Harvey,Canada,1999,forward
Amy Walsh,Canada,1999,midfielder
Sarah Joly,Canada,1999,midfielder
Suzanne Muir,Canada,1999,defender
Jeanette Haas,Canada,1999,midfielder
Silvana Burtini,Canada,1999,forward
Mary Beth Bowie,Canada,1999,midfielder
Melanie Haz,Canada,1999,goal keeper
Karina LeBlanc,Canada,1999,goal keeper
Wenxia Han,China,1999,goal keeper
Liping Wang,China,1999,midfielder
Yunjie Fan,China,1999,defender
Yanling Man,China,1999,defender
Huilin Xie,China,1999,defender
Lihong Zhao,China,1999,midfielder
Ouying Zhang,China,1999,forward
Yan Jin,China,1999,forward
Wen Sun,China,1999,forward
Ailing Liu,China,1999,midfielder
Wei Pu,China,1999,midfielder
Lirong Wen,China,1999,defender
Ying Liu,China,1999,midfielder
Jie Bai,China,1999,defender
Haiyan Qiu,China,1999,midfielder
Chunling Fan,China,1999,forward
Jing Zhu,China,1999,midfielder
Hong Gao,China,1999,goal keeper
Hongxia Gao,China,1999,defender
Jingxia Wang,China,1999,defender
Dorthe Larsen,Denmark,1999,goal keeper
Hanne Sand Christensen,Denmark,1999,forward
Karina Christensen,Denmark,1999,forward
Lene Terp,Denmark,1999,forward
Marlene Kristensen,Denmark,1999,forward
Jeanne Axelsen,Denmark,1999,midfielder
Louise Hansen,Denmark,1999,midfielder
Janne Rasmussen,Denmark,1999,midfielder
Christina Petersen,Denmark,1999,forward
Gitte Krogh,Denmark,1999,forward
